12,30677
-196,30701
-1428,30726
-1748,30752
-1432,30780
-332,30810
-668,30840
636,30865
956,30890
-116,30918
2040,30944
2036,30971
1836,30999
2040,31025
2040,31054
2040,31078
2040,31109
2040,31137
808,31162
-1372,31188
-1916,31212
-1936,31239
-2040,31264
-2040,31292
-2040,31316
-1628,31341
-512,31371
956,31395
2040,31421
2040,31449
2040,31474
2040,31502
1460,31529
248,31556
-1664,31584
-2040,31608
2032,31634
2040,31663
2040,31687
2040,31717
2040,31746
2040,31771
1072,31796
-644,31825
-2040,31873
-24,31902
2040,31927
2040,31956
2040,31982
2040,32010
2040,32037
2040,32061
2040,32087
1560,32112
-44,32140
-2040,32171
-2040,32195
-2028,32225
1796,32250
2040,32278
2040,32305
2040,32329
2040,32355
2040,32384
-448,32408
-2040,32433
-2040,32463
-2040,32487
1664,32517
2040,32547
2040,32572
2040,32599
2040,32624
2040,32651
2040,32676
2040,32700
-36,32724
-2040,32750
-2040,32779
-244,32809
2040,32839
2040,32864
2040,32893
2040,32919
2040,32943
2040,32970
-756,32995
-2040,33023
-2040,33049
-608,33078
1128,33102
2040,33132
2040,33163
2040,33187
2040,33216
1476,33242
160,33266
100,33294
-2040,33321
-2040,33345
-732,33371
324,33400
2040,33425
2040,33451
2040,33479
2040,33503
2040,33532
456,33558
-2040,33586
-2040,33613
-2040,33640
-2040,33668
-2040,33694
-2040,33723
472,33753
-976,33783
-656,33808
1612,33837
1760,33863
1360,33887
-1164,33914
-2040,33942
-2040,33966
-1596,33992
-2040,34019
1088,34045
2040,34076
2040,34103
2040,34129
92,34154
-1492,34179
-2040,34207
-2028,34234
-1164,34261
224,34310
-1280,34338
-2040,34365
1012,34392
2040,34420
2040,34446
2040,34474
2040,34499
-360,34527
-896,34553
-1620,34578
-1892,34607
-1820,34633
-464,34657
2040,34685
2040,34710
2040,34736
2040,34762
2040,34791
-88,34815
-2040,34846
-840,34872
400,34899
-1272,34925
-1416,34949
-620,34977
-2040,35004
-2040,35028
900,35054
2040,35083
2040,35107
2040,35132
2040,35162
884,35186
76,35216
-452,35241
-468,35265
-1240,35293
672,35318
1636,35344
2040,35371
2040,35399
2040,35424
2040,35454
312,35478
4,35508
-2040,35538
-2040,35563
-2040,35592
-2040,35618
-1944,35642
-1344,35669
2040,35697
2040,35721
2040,35747
2040,35776
1744,35800
1312,35830
-76,35860
-1564,35885
-2040,35911
-2040,35938
-32,35966
288,35990
2040,36017
2040,36043
2040,36071
1040,36097
-204,36126
-1728,36150
-2040,36175
-2040,36204
-1080,36230
-2040,36254
-2040,36282
-2040,36309
2040,36335
2040,36364
2040,36388
2040,36417
1732,36443
328,36467
-896,36496
-584,36522
-716,36546
-1308,36574
472,36599
2040,36625
2040,36652
2008,36680
2040,36705
716,36753
-2040,36781
-1720,36805
636,36831
348,36860
456,36884
548,36914
-1532,36939
-1196,36966
-412,36992
1580,37018
2040,37046
2040,37073
896,37099
1116,37128
488,37152
-968,37182
-948,37209
-92,37237
-1812,37261
-2040,37290
-2040,37314
2040,37340
2040,37368
2040,37395
320,37422
964,37450
620,37474
-536,37499
-500,37529
200,37553
-428,37586
-2040,37613
-2040,37638
-2040,37666
-396,37693
2040,37720
2040,37748
556,37772
2040,37798
2040,37827
784,37851
-952,37877
152,37905
-1148,37930
-2040,37959
-1276,37985
-812,38012
-740,38040
2040,38066
2040,38094
2040,38120
2040,38149
876,38173
480,38202
692,38227
548,38252
160,38276
-452,38303
-1024,38329
-156,38356
1496,38380
2040,38406
404,38435
1316,38459
1116,38485
368,38514
-132,38543
-316,38568
120,38597
296,38623
1612,38651
2040,38678
592,38705
420,38732
888,38758
156,38787
92,38812
196,38841
1068,38870
872,38896
1952,38920
696,38949
1056,38975
228,39003
196,39030
-64,39054
-136,39081
-304,39109
-508,39133
-8,39158
1820,39188
1088,39219
1368,39247
1540,39295
264,39321
-44,39350
-460,39374
-400,39404
-544,39429
-288,39453
120,39482
196,39508
2040,39532
2040,39559
2040,39587
1204,39613
1156,39642
1004,39666
-476,39690
-464,39721
-272,39745
620,39774
1100,39800
436,39824
896,39852
860,39879
944,39903
868,39929
704,39958
276,39982
-788,40007
-916,40035
-1476,40059
-2040,40085
-1976,40110
-1464,40138
2040,40164
2040,40192
1768,40219
2040,40246
2040,40274
1876,40298
-548,40323
-980,40353
-2040,40383
-1716,40413
260,40438
2040,40462
2040,40490
2040,40517
2040,40544
2040,40572
1944,40596
-1048,40621
-2040,40647
-2040,40675
-52,40705
2040,40735
2040,40760
2040,40784
2040,40813
2040,40839
2008,40867
1476,40894
-844,40920
-1332,40947
-2036,40973
-2040,40997
-520,41028
2040,41055
2040,41081
2040,41107
2040,41131
2040,41159
1792,41186
-76,41210
-2040,41237
-2040,41265
-2040,41290
-1756,41316
2040,41344
2040,41368
2040,41397
2040,41423
2040,41451
2040,41478
1424,41505
-876,41533
-2040,41557
-2040,41583
-1640,41612
1252,41641
2040,41666
2040,41691
2040,41742
1336,41767
12,41795
-2040,41822
-2040,41846
-2040,41871
-1848,41899
-2040,41925
1060,41950
2020,41977
2040,42005
2040,42030
2040,42056
1632,42084
1128,42114
-232,42139
-808,42168
-1200,42194
-1788,42218
-512,42245
484,42271
1524,42297
2040,42323
2040,42352
2040,42376
1640,42406
1384,42433
-540,42460
-1028,42485
-964,42512
-520,42538
-1708,42564
-1860,42591
132,42619
2040,42645
2040,42674
2040,42704
1640,42735
2040,42764
972,42789
-1576,42818
-2040,42844
-2040,42872
-1192,42899
1708,42926
2040,42954
2040,42979
2040,43009
2040,43033
1900,43061
1844,43087
536,43112
860,43140
1556,43167
1024,43191
-1296,43218
-1788,43245
-2040,43271
-2036,43295
376,43320
2040,43346
2040,43374
2040,43404
2040,43434
2040,43459
560,43487
-1408,43514
-2040,43541
-1884,43569
-1056,43595
-104,43621
2040,43648
2040,43678
2040,43708
2040,43733
2040,43762
-2040,43788
-808,43816
396,43843
-248,43867
-1300,43893
-2040,43922
-1124,43947
576,43975
328,44001
2040,44026
2040,44050
2040,44078
2040,44104
1292,44131
-572,44177
-1736,44206
-2040,44232
-1552,44256
1688,44283
1716,44311
2040,44335
2040,44360
2040,44390
2040,44414
2040,44444
-748,44470
-1708,44498
-640,44524
-308,44551
-2040,44578
-952,44605
-84,44633
2040,44659
2040,44688
2040,44712
2040,44742
1692,44769
2040,44796
1484,44821
-192,44846
-660,44870
-1112,44898
-1880,44925
-1776,44952
-504,44980
216,45005
2032,45033
1876,45057
2040,45083
2040,45108
-2040,45134
-2040,45160
-1592,45187
192,45214
-208,45242
-464,45266
-324,45291
-620,45317
-1088,45345
692,45375
2040,45405
768,45430
292,45454
1688,45482
1532,45509
444,45536
-468,45564
-400,45588
-600,45614
-344,45641
240,45667
-444,45697
964,45722
2040,45746
2040,45774
2040,45799
2040,45823
0,45849
-1748,45876
-1872,45904
-1996,45930
-2040,45959
-1996,45983
-1788,46014
172,46043
2040,46068
2040,46097
2040,46123
1324,46147
2020,46175
1560,46202
44,46228
-1380,46257
-992,46281
-932,46306
-352,46336
956,46360
1756,46390
2040,46415
2040,46443
2040,46470
2040,46497
748,46524
132,46551
-288,46579
-496,46604
-1084,46652
-1224,46680
-236,46704
-876,46730
-320,46757
1292,46783
2040,46813
1160,46838
800,46862
1052,46891
1084,46917
968,46941
288,46968
-1124,46996
-1076,47022
-764,47051
-260,47077
128,47106
832,47130
-180,47159
672,47184
1752,47209
652,47237
-688,47264
-1196,47288
-1068,47315
-804,47343
-1068,47367
-828,47392
-612,47422
-724,47452
-616,47476
-48,47505
2040,47531
2040,47559
1336,47586
564,47613
1576,47641
1192,47665
-1032,47691
132,47719
104,47744
744,47770
516,47798
288,47823
908,47847
816,47876
1464,47902
1008,47926
520,47953
268,47977
144,48008
-392,48034
-328,48060
468,48090
-188,48120
-128,48145
-376,48174
-628,48200
804,48228
752,48254
760,48281
636,48309
888,48335
724,48364
204,48389
-292,48418
-212,48447
388,48472
528,48497
1420,48526
-48,48552
692,48580
1240,48607
1484,48631
752,48657
492,48686
384,48710
